-1.266748e-02;-1.992542e-01
-1.266748e-02;-1.992542e-01
-1.266748e-02;-1.992542e-01
-1.266748e-02;-1.992542e-01
-1.266748e-02;-1.992542e-01
-1.266748e-02;-1.992542e-01
-2.923315e-01;-1.488225e-01
-2.923315e-01;-1.488225e-01
-2.923315e-01;-1.488225e-01
-2.923315e-01;-1.488225e-01
-2.923315e-01;-1.488225e-01
-2.923315e-01;-1.488225e-01
-6.139432e-01;-2.197318e-01
-6.139432e-01;-2.197318e-01
-6.139432e-01;-2.197318e-01
-6.139432e-01;-2.197318e-01
-6.139432e-01;-2.197318e-01
-6.139432e-01;-2.197318e-01
2.346966e-01;1.483267e-01
2.346966e-01;1.483267e-01
2.346966e-01;1.483267e-01
2.346966e-01;1.483267e-01
-1.233180e-01;3.988248e-01
-1.233180e-01;3.988248e-01
-1.233180e-01;3.988248e-01
-1.233180e-01;3.988248e-01
-1.233180e-01;3.988248e-01
-1.233180e-01;3.988248e-01
-4.057521e-01;4.740694e-01
-4.057521e-01;4.740694e-01
-4.057521e-01;4.740694e-01
-4.057521e-01;4.740694e-01
-4.057521e-01;4.740694e-01
-4.057521e-01;4.740694e-01
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-1.000000e+00;1.000000e+00
-6.631554e-01;7.495820e-01
-6.631554e-01;7.495820e-01
-6.631554e-01;7.495820e-01
-6.631554e-01;7.495820e-01
-7.049429e-01;8.058447e-01
-7.049429e-01;8.058447e-01
-7.049429e-01;8.058447e-01
-7.049429e-01;8.058447e-01
-7.049429e-01;8.058447e-01
-7.049429e-01;8.058447e-01
-6.829118e-01;8.233906e-01
-6.829118e-01;8.233906e-01
-6.829118e-01;8.233906e-01
-6.829118e-01;8.233906e-01
-6.829118e-01;8.233906e-01
-6.829118e-01;8.233906e-01
-6.631332e-01;8.456156e-01
-6.631332e-01;8.456156e-01
-6.631332e-01;8.456156e-01
